budget,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genre,release_year,decade
125000,http://www.yoursisterssister-themovie.com/,84355,"sister sister relationship, secret, romance, cottage, relationship, mumblecore, woman director",en,Your Sister's Sister,"Iris invites her friend Jack to stay at her family's island getaway after the death of his brother. At their remote cabin, Jack's drunken encounter with Hannah, Iris' sister, kicks off a revealing stretch of days.",12.833247,Ada Films,United States of America,2011-09-11,3200000,90.0,English,Released,A comedy about doing the right thing with the wrong person.,Your Sister's Sister,6.5,137,"['Drama', ' Comedy']",2011,2010
120000,http://www.adogsbreakfastmovie.com/,18632,independent film,en,A Dog's Breakfast,"If you've never been good at anything in your life, why would murder be any different? Patrick (David Hewlett) has always had a somewhat combative relationship with his little sister Marilyn (Kate Hewlett), but when she brings home her new sci-fi soap star fiancé Ryan (Paul McGillion), it's all out war. When Patrick fails to drive a wedge between the happy couple, he reaches for sharper instruments.",2.213889,Kibble Productions,Canada,2007-03-03,0,88.0,,Released,Man's best friend makes the worst accomplice.,A Dog's Breakfast,5.9,24,['Comedy'],2007,2000
8500000,http://www.foxsearchlight.com/thebirthofanation/,339408,slavery,en,The Birth of a Nation,"Nat Turner, a former slave in America, leads a liberation movement in 1831 to free African-Americans in Virgina that results in a violent retaliation from whites.",9.452808,"Phantom Four, Mandalay Pictures, Bron Studios, Tiny Giant Entertainment",United States of America,2016-09-09,15861566,120.0,English,Released,The Untold Story of Nat Turner,The Birth of a Nation,6.5,178,['Drama'],2016,2010
100000,http://www.facingthegiants.com/,18925,"christian, sport, aftercreditsstinger",en,Facing the Giants,A losing coach with an underdog football team faces their giants of fear and failure on and off the field to surprising results.,4.563698,Destination Films,United States of America,2006-09-29,10178331,111.0,English,Released,Never give up. Never back down. Never lose faith.,Facing the Giants,6.6,64,['Drama'],2006,2000
100000,http://thegallowsmovie.com/,299245,"gallows, high school, tragedy, hanging, found footage, stage production",en,The Gallows,"20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left alone.",18.045782,"New Line Cinema, Blumhouse Productions, Management 360, Tremendum Pictures",United States of America,2015-07-10,42664410,87.0,English,Released,Every School Has Its Spirit,The Gallows,4.9,361,"['Horror', ' Thriller']",2015,2010
60000,http://www.pithemovie.com/,473,"hacker, mathematician, helix, headache, chaos theory, migraine, mathematics, insanity, genius",en,Pi,The debut film from Darren Aronofsky in which a mathematical genius Maximilian Cohen discovers a link in the connection between numbers and reality and thus believes he can predict the future.,27.788067,"Truth and Soul Pictures Inc, Protozoa Pictures, Harvest Filmworks, Plantain Films",United States of America,1998-07-10,3221152,84.0,English,Released,"There will be no order, only chaos",Pi,7.1,586,"['Mystery', ' Drama', ' Thriller']",1998,1990
0,http://www.tigerorangemovie.com/,294086,"gay, lgbt",en,Tiger Orange,"In the small Central California town where they grew up, two estranged gay brothers struggle to reconnect after the recent death of their father.",0.176377,,United States of America,2014-07-26,0,75.0,English,Released,Do We Stand Out or Do We Fit In?,Tiger Orange,6.4,4,['Drama'],2014,2010
65000,http://tinyfurniture.com/,47607,"sister sister relationship, male female relationship, mother daughter relationship, youtube, woman director",en,Tiny Furniture,"After graduating from film school, Aura returns to New York to live with her photographer mother, Siri, and her sister, Nadine, who has just finished high school. Aura is directionless and wonders where to go next in her career and her life. She takes a job in a restaurant and tries unsuccessfully to develop relationships with men, including Keith, a chef where she works, and cult Internet star Jed.",2.380332,Tiny Ponies,United States of America,2010-11-12,416498,99.0,English,Released,"Aura would like you to know that she is having a very, very hard time.",Tiny Furniture,5.6,59,"['Romance', ' Comedy', ' Drama']",2010,2010
0,http://www.bendingsteelmovie.com/,174362,,en,Bending Steel,"The Cyclone, The Freakshow, The Mermaid Parade: all Coney Island icons. But Chris “Wonder” Schoeck has always preferred the Coney Island Strongman. Bending Steel follows the sweet, unassuming Schoeck as he parlays his extraordinary strength into the pursuit of his lifelong dream. Training with an elite group of men whose hands bend, drag, twist and shred metal, he tackles an enormous physical and mental challenge, taking a surprisingly emotional journey as a result.",0.048726,,,2013-04-20,0,93.0,English,Released,The Limiting Factor Is The Mind,Bending Steel,5.0,1,['Documentary'],2013,2010
4000000,https://www.facebook.com/thesignalfilm,242095,"hacker, supernatural powers, road trip, independent film, superpower, boyfriend girlfriend relationship, secret laboratory",en,The Signal,"Three college students on a road trip across the Southwest experience a detour – the tracking of a computer genius who has already hacked into MIT and exposed security faults. When the trio find themselves drawn to an eerily isolated area, suddenly everything goes dark. When one of the students regains consciousness, he finds himself in a waking nightmare.",27.662696,"Automatik Entertainment, Low Spark Films, Signal Film Group",United States of America,2014-03-15,600896,95.0,English,Released,R U Agitated?,The Signal,5.8,631,"['Thriller', ' Science Fiction']",2014,2010
0,http://www.montereymedia.com/theatrical/films/this_is_martin_bonner.html,158895,,en,This Is Martin Bonner,"Two men, at opposite ends of the social spectrum, find themselves starting new lives in the same, small town and form an unlikely friendship.",0.76368,,United States of America,2013-06-28,0,83.0,English,Released,Sometimes You Have to Lose Your Life in Order to Find It,This Is Martin Bonner,6.6,4,['Drama'],2013,2010
0,https://www.facebook.com/pages/Raymond-Did-It/205521879470,228550,"high school, murder, slasher, teenager",en,Raymond Did It,"Mentally challenged Raymond Rourke gets blamed and framed by several kids after they accidentally kill his younger brother Bryce. Six years later, Raymond escapes from the state mental hospital he's been locked up in so he can exact a harsh revenge on the folks who killed his brother and set him up.",0.160779,,,2011-03-27,0,83.0,English,Released,Mom's Pretty Mad At Me,Raymond Did It,3.2,8,['Horror'],2011,2010
0,http://www.mgm.com/#/our-titles/1092/The-Last-Waltz/,13963,"1970s, music",en,The Last Waltz,"Martin Scorsese's rockumentary intertwines footage from ""The Band's"" incredible farewell tour with probing backstage interviews and featured performances by Eric Clapton, Bob Dylan, Joni Mitchell, Ringo Starr and other rock legends.",3.277287,"FM Productions, Last Waltz Inc.",United States of America,1978-05-01,321952,117.0,English,Released,It Started as a Concert. It Became a Celebration.,The Last Waltz,7.9,64,"['Documentary', ' Music']",1978,1970
31192,http://downterrace.blogspot.com/,42151,"murder, dark comedy, crime family",en,Down Terrace,"After serving jail time for a mysterious crime, Bill and Karl get out of jail and become preoccupied with figuring out who turned them in to the police. On top of that, the ""family business"" is on the rocks, and the motley crew of criminals who operate out of Down Terrace aren't feeling terribly trusting of one another. It might look like an ordinary house, but at Down Terrace, the walls are closing in..",1.330379,,United Kingdom,2009-09-01,10000,89.0,English,Released,You're only as good as the people you know.,Down Terrace,6.3,26,"['Drama', ' Action', ' Comedy']",2009,2000
27000,http://www.miramax.com/movie/clerks/,2292,"salesclerk, loser, aftercreditsstinger",en,Clerks,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",19.748658,"Miramax Films, View Askew Productions",United States of America,1994-09-13,3151130,92.0,English,Released,Just because they serve you doesn't mean they like you.,Clerks,7.4,755,['Comedy'],1994,1990
22000,https://www.facebook.com/DrySpellMovie,255266,"dating, divorce, sex scene, sex comedy, anti romantic comedy",en,Dry Spell,Sasha tries to get her soon-to-be ex husband Kyle laid so she can move on with her sex life guilt-free.,0.048948,,United States of America,2013-02-14,0,90.0,English,Released,Getting divorced does funny things to a girl,Dry Spell,6.0,1,"['Comedy', ' Romance']",2013,2010
13,http://tincanmanthemovie.com/,157185,home invasion,en,Tin Can Man,"Recently dumped by his girlfirend for another man, working in a job he hates, things could be better for Peter.  One night, while he is alone in his apartment, there is a knock on the door.  His life will never be the same again.",0.332679,"Park Films, Camera Stylo Films",Ireland,2007-01-01,0,84.0,English,Released,Everything You've Heard is True,Tin Can Man,2.0,1,['Horror'],2007,2000
7000,http://www.primermovie.com,14337,"distrust, garage, identity crisis, time travel, time machine, mathematics, independent film, paradox, mechanical engineering",en,Primer,"Friends/fledgling entrepreneurs invent a device in their garage that reduces the apparent mass of any object placed inside it, but they accidentally discover that it has some highly unexpected capabilities -- ones that could enable them to do and to have seemingly anything they want. Taking advantage of this unique opportunity is the first challenge they face. Dealing with the consequences is the next.",23.307949,Thinkfilm,United States of America,2004-10-08,424760,77.0,English,Released,What happens if it actually works?,Primer,6.9,658,"['Science Fiction', ' Drama', ' Thriller']",2004,2000
